condition,memory_type,description,importance,created_at,last_accessed,categories
destructive_witnessed,reflection,"**Insight 2:** Emma values family time and has a strong relationship with her parents, who provide support for her daily activities.",7.0,18.0,46.0,['family']
destructive_witnessed,reflection,"**Insight 3:** Emma's daily life involves a balance between structured activities (school, family time) and free time, allowing her to relax and recharge.",7.0,18.0,18.0,['family']
destructive_witnessed,reflection,"**Insight 4:** Emma's parents are involved in her daily activities, including mealtime and bedtime routines.",7.0,18.0,18.0,['family']
destructive_witnessed,reflection,"**Insight 5:** Emma values stability and security, which is reflected in the consistency of her daily routine and her strong relationship with her family.",7.0,18.0,45.0,['family']
destructive_witnessed,observation,Saw Sarah Miller and David Miller looking angry and upset during the argument,6.0,18.0,21.0,"['conflict', 'family']"
destructive_witnessed,observation,"Heard Sarah Miller say: ""You know what really galls me? The way you manipulated our kids into thinking th""",5.0,18.0,18.0,['family']
destructive_witnessed,observation,"Heard Sarah Miller say: ""You're still in denial about how your reckless spending is affecting our family!""",7.0,18.0,21.0,['family']
destructive_witnessed,observation,"Heard Sarah Miller say: ""You're still trying to cover your own tracks with lies and half-truths! I rememb""",8.0,18.0,46.0,['family']
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,18.0,45.0,[]
destructive_witnessed,reflection,**Insight 1:** Emma Miller has a daily routine that is structured around her school schedule and family time.,7.0,18.0,46.0,['family']
destructive_witnessed,reflection,"**Insight 2:** Emma's parents are involved in her life and play an active role in supporting her daily activities, including getting her ready for school and reminding her of important things.",7.0,18.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 3:** The Miller family has a high level of conflict and tension, with parents disagreeing about decision-making and displaying destructive behavior.",7.0,18.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,"**Insight 4:** Emma values stability and security, which is reflected in the consistency of her daily routine and her strong relationship with her family.",7.0,18.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 5:** The Miller parents have financial difficulties, as evidenced by Sarah's statement about reckless spending affecting their family.",7.0,18.0,21.0,['family']
destructive_witnessed,reflection,Here are 5 high-level insights that can be inferred from the given statements:,7.0,18.0,42.0,[]
destructive_witnessed,reflection,**Insight 1:** Emma's daily life is structured and routine-oriented.,7.0,18.0,21.0,[]
destructive_witnessed,reflection,"Emma has a consistent morning and evening routine, which suggests that her parents play an active role in helping her maintain a sense of structure and stability.",7.0,18.0,45.0,['family']
destructive_witnessed,reflection,**Insight 2:** Emma values family time and has a strong relationship with her parents.,7.0,18.0,18.0,['family']
destructive_witnessed,reflection,Emma's interactions with her parents suggest that she values their involvement and support in her life. Her parents also seem to be actively engaged in her daily activities.,7.0,18.0,21.0,['family']
destructive_witnessed,reflection,"**Insight 3:** The Miller family experiences conflict and tension, which may impact Emma's emotional well-being.",7.0,18.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,The statements about the destructive argument between Sarah and David Miller suggest that the family is not immune to conflict. This could have implications for Emma's emotional well-being.,7.0,18.0,46.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 4:** Emma has a healthy sleep schedule and winding-down routine.,7.0,18.0,42.0,[]
destructive_witnessed,reflection,"Emma's evening routine involves activities that promote relaxation and help her prepare for bed around 22:30, which suggests that she values maintaining a healthy sleep schedule.",7.0,18.0,42.0,[]
destructive_witnessed,reflection,**Insight 5:** Emma is sensitive to the dynamics between her parents and may feel affected by their conflicts.,7.0,18.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,The statements about the argument between Sarah and David Miller suggest that Emma has witnessed conflict between her parents. This could have implications for her emotional well-being and attachment style.,7.0,18.0,46.0,"['conflict', 'family']"
destructive_witnessed,reflection,Here are 5 high-level insights that can be inferred from the statements:,7.0,18.0,46.0,[]
destructive_witnessed,reflection,**Insight 1:** **Emma values family time and has a strong relationship with her parents.**,7.0,18.0,45.0,['family']
destructive_witnessed,reflection,"The statements suggest that Emma's family life is cohesive and supportive, which contributes to her emotional well-being.",7.0,18.0,45.0,['family']
destructive_witnessed,reflection,**Insight 2:** **Emma's daily life involves structure and stability provided by her parents.**,7.0,18.0,45.0,['family']
destructive_witnessed,reflection,"The consistent morning and evening routines, set times for meals and school activities, and involvement of parents in Emma's daily life suggest that she benefits from a structured environment.",7.0,18.0,21.0,['family']
destructive_witnessed,reflection,**Insight 3:** **Emma is sensitive to the dynamics between her parents and may feel affected by their conflicts.**,7.0,18.0,46.0,"['conflict', 'family']"
destructive_witnessed,reflection,"The mention of a destructive argument between Sarah and David Miller implies that conflict can be present in Emma's family life, which could impact her emotional well-being.",7.0,18.0,21.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 4:** **Emma has healthy habits related to sleep and daily routines.**,7.0,18.0,45.0,[]
destructive_witnessed,reflection,"The evening routine involves winding down and preparing for bed around 22:30, indicating a focus on maintaining a healthy sleep schedule.",7.0,18.0,45.0,[]
destructive_witnessed,reflection,"**Insight 5:** **The Miller family faces challenges outside of Emma's daily life, including financial difficulties.**",7.0,18.0,46.0,['family']
destructive_witnessed,reflection,This insight suggests that the family may be dealing with external stressors that could impact their overall well-being and dynamics within the family.,7.0,18.0,18.0,['family']
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred:,7.0,18.0,45.0,[]
destructive_witnessed,reflection,**Emma's daily life is structured and routine-oriented**,7.0,18.0,45.0,[]
destructive_witnessed,reflection,**The Miller family faces financial difficulties and conflict**,7.0,18.0,46.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Emma's parents are involved in her life and provide support**,7.0,18.0,45.0,['family']
destructive_witnessed,reflection,**Emma values her relationships with her parents and has a healthy sleep schedule**,7.0,18.0,45.0,['family']
destructive_witnessed,observation,Emma Miller moved from living_room to living_room,3.0,21.0,21.0,['coping']
destructive_witnessed,observation,Witnessed parents having a destructive disagreement about discipline strategies,8.0,21.0,46.0,['family']
destructive_witnessed,observation,Saw Sarah Miller and David Miller looking angry and upset during the argument,6.0,21.0,21.0,"['conflict', 'family']"
destructive_witnessed,observation,"Heard David Miller say: ""Are you kidding me? You're still harping on about that one incident at the groce""",2.0,21.0,21.0,['family']
destructive_witnessed,observation,"Heard David Miller say: ""You're still whining about the camping trip and the pony ride? That's convenient""",4.0,21.0,21.0,['family']
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,21.0,45.0,[]
destructive_witnessed,reflection,**Insight 1**: **Emma's daily life is structured and routine-oriented**,7.0,21.0,21.0,[]
destructive_witnessed,reflection,"This insight suggests that Emma has a set schedule for her daily activities, including school time, meals, and family activities.",7.0,21.0,45.0,['family']
destructive_witnessed,reflection,**Insight 2: Emma's parents are involved in her life and provide support**,7.0,21.0,45.0,['family']
destructive_witnessed,reflection,This insight indicates that Emma's parents play an active role in supporting her daily activities and providing emotional support.,7.0,21.0,21.0,['family']
destructive_witnessed,reflection,**Insight 3: Conflict can be present in Emma's family life**,7.0,21.0,21.0,"['conflict', 'family']"
destructive_witnessed,reflection,"This insight suggests that despite the structure and stability provided by Emma's parents, conflicts can arise in the family, potentially impacting Emma's emotional well-being.",7.0,21.0,21.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 4: The Miller family faces financial challenges**,7.0,21.0,42.0,['family']
destructive_witnessed,reflection,"This insight indicates that the Miller family is experiencing financial difficulties, which could create stress and uncertainty for Emma.",7.0,21.0,46.0,['family']
destructive_witnessed,reflection,**Insight 5: Emma values her relationships with her parents and has a healthy sleep schedule**,7.0,21.0,21.0,['family']
destructive_witnessed,reflection,"This insight suggests that Emma prioritizes her relationships with her parents and takes steps to maintain a healthy routine, including establishing a consistent bedtime.",7.0,21.0,45.0,['family']
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred from the given statements:,7.0,21.0,45.0,[]
destructive_witnessed,reflection,"**Insight 1:** The Miller family faces challenges outside of Emma's daily life, including financial difficulties and conflict.",7.0,21.0,21.0,"['conflict', 'family']"
destructive_witnessed,reflection,"**Insight 2:** Emma values stability and security, which is reflected in the consistency of her daily routine and her strong relationship with her family.",7.0,21.0,46.0,['family']
destructive_witnessed,reflection,"**Insight 3:** The Miller family has a high level of conflict and tension, with parents disagreeing about decision-making and displaying destructive behavior.",7.0,21.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,"**Insight 4:** Emma prioritizes her relationships with her parents and takes steps to maintain a healthy routine, including establishing a consistent bedtime.",7.0,21.0,46.0,['family']
destructive_witnessed,reflection,"**Insight 5:** The family dynamics can impact Emma's emotional well-being, as she may feel affected by the conflicts between her parents.",7.0,21.0,21.0,"['conflict', 'family']"
destructive_witnessed,reflection,Here are 5 high-level insights that can be inferred from the statements:,7.0,21.0,46.0,[]
destructive_witnessed,reflection,**Insight 1:** Emma's family life is not without conflict.,7.0,21.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,"This insight suggests that despite a strong sense of stability and security in Emma's daily routine and relationships with her parents, conflict can arise within the family.",7.0,21.0,46.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 2:** Emma's parents are actively involved in supporting her daily activities.,7.0,21.0,46.0,['family']
destructive_witnessed,reflection,"This insight highlights the supportive nature of Emma's parents, who take an active role in managing her daily life and providing emotional support.",7.0,21.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 3:** Conflict can be present in Emma's family life, which may impact her emotional well-being.",7.0,21.0,21.0,"['conflict', 'family']"
destructive_witnessed,reflection,"This insight emphasizes that while Emma values stability and security, conflict within the family could have implications for her emotional well-being and attachment style.",7.0,21.0,46.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 4:** The Miller family faces financial challenges.,7.0,21.0,21.0,['family']
destructive_witnessed,reflection,"This insight suggests that the family may be struggling with financial issues, which could contribute to stress and tension within the household.",7.0,21.0,46.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 5:** Emma prioritizes her relationships with her parents and values stability in her daily routine.,7.0,21.0,21.0,['family']
destructive_witnessed,reflection,This insight highlights Emma's strong attachment to her parents and her efforts to maintain a healthy balance between personal freedom and family responsibilities.,7.0,21.0,21.0,['family']
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred from the given statements:,7.0,21.0,45.0,[]
destructive_witnessed,reflection,**Insight 1:** Emma's daily life is structured and routine-oriented.,7.0,21.0,21.0,[]
destructive_witnessed,reflection,* Statement 4: **Insight 5:** Emma values her relationships with her parents and has a healthy sleep schedule,7.0,21.0,21.0,['family']
destructive_witnessed,reflection,"* Statement 10: Emma's evening routine involves activities that promote relaxation and help her prepare for bed around 22:30, which suggests that she values maintaining a healthy sleep schedule.",7.0,21.0,45.0,[]
destructive_witnessed,reflection,* Statement 14: **Insight 1:** Emma's daily life is structured and routine-oriented.,7.0,21.0,45.0,[]
destructive_witnessed,reflection,**Insight 2:** Emma's parents are involved in her life and provide support.,7.0,21.0,45.0,['family']
destructive_witnessed,reflection,* Statement 1: **Insight 2:** Emma's parents are involved in her life and provide support,7.0,21.0,45.0,['family']
destructive_witnessed,reflection,* Statement 13: Emma's interactions with her parents suggest that she values their involvement and support in her life.,7.0,21.0,45.0,['family']
destructive_witnessed,reflection,**Insight 3:** The Miller family has a high level of conflict and tension.,7.0,21.0,46.0,"['conflict', 'family']"
destructive_witnessed,reflection,* Statement 11: Witnessed parents having a destructive disagreement about discipline strategies,7.0,21.0,42.0,['family']
destructive_witnessed,reflection,"* Statement 16: **Insight 3:** The Miller family has a high level of conflict and tension, with parents disagreeing about decision-making and displaying destructive behavior.",7.0,21.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 4:** Emma values maintaining a healthy sleep schedule.,7.0,21.0,45.0,[]
destructive_witnessed,reflection,* Statement 5: **Insight 4:** Emma's evening routine involves winding down and preparing for bed around 22:30 to maintain a healthy sleep schedule.,7.0,21.0,42.0,[]
destructive_witnessed,reflection,"* Statement 10: Emma's evening routine involves activities that promote relaxation and help her prepare for bed around 22:30, which suggests that she values maintaining a healthy sleep schedule.",7.0,21.0,45.0,[]
destructive_witnessed,reflection,**Insight 5:** Emma has a sense of stability and routine in her life.,7.0,21.0,45.0,[]
destructive_witnessed,reflection,"* Statement 12: **Insight 5:** Emma has a structured daily life with set times for meals, school activities, and family time, indicating a sense of stability and routine.",7.0,21.0,45.0,['family']
destructive_witnessed,reflection,"* Statement 20: The mention of a destructive argument between Sarah and David Miller implies that conflict can be present in Emma's family life, which could impact her emotional well-being.",7.0,21.0,21.0,"['conflict', 'family']"
destructive_witnessed,observation,"Heard Sarah Miller say: ""You're still whining about that camping trip? Well, let me remind you of the tim""",2.0,21.0,21.0,['family']
destructive_witnessed,plan,"Daily plan for Tuesday, 7:00 AM: I'm so excited for today! We have a busy day ahead of us.; First, I need to get ready for school. Mom will help me pack my backpack and we'll make sure I don't forget anything important. Then, we'll head out the door around 7:30 AM to catch the bus.; At school, I have a math test in Mrs. Johnson's class, so I'm going to try really hard to remember all the multiplication tables I've been practicing at home. After lunch, we're having a art project in Ms. Thompson's class, and I get to paint a picture of my favorite animal, which is a horse!; When I get home from school today, Mom said she'll be cooking dinner, and it's going to be one of my favorite meals - spaghetti with meatballs! We can't wait for 5:00 PM when Dad gets home from work. He always makes me feel better after a long day at school.; Later tonight, we're going to have some family time together. Mom said we can watch a movie or play a board game before bed. I love spending quality time with my family!",6.0,31.0,31.0,"['emotion_positive', 'family', 'resolution']"
destructive_witnessed,observation,Emma Miller moved from living_room to living_room,2.0,42.0,42.0,['coping']
destructive_witnessed,observation,Witnessed parents having a destructive disagreement about homework help,6.0,42.0,42.0,['family']
destructive_witnessed,observation,Saw Sarah Miller and David Miller looking angry and upset during the argument,6.0,42.0,42.0,"['conflict', 'family']"
destructive_witnessed,observation,"Heard David Miller say: ""You're still whining about the science fair traffic? That's rich coming from a p""",2.0,42.0,42.0,['family']
destructive_witnessed,observation,"Heard David Miller say: ""You're still whining about that math problem? You have no idea how many times Em""",8.0,42.0,46.0,['family']
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred from the above statements:,7.0,42.0,45.0,[]
destructive_witnessed,reflection,**Insight 1:** Emma Miller has a daily routine that is structured around her school schedule and family time.,7.0,42.0,46.0,['family']
destructive_witnessed,reflection,**Insight 2:** Emma's parents are involved in her life and provide support for her daily activities.,7.0,42.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 3:** Emma has witnessed conflict between her parents, which could have implications for her emotional well-being and attachment style.",7.0,42.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,"**Insight 4:** Emma prioritizes her relationships with her parents and values family time, including maintaining a healthy sleep schedule and routine.",7.0,42.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 5:** Emma has a sense of stability and security in her life, but may also be sensitive to conflict and disruption within the family.",7.0,42.0,999999.0,"['conflict', 'family']"
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,42.0,45.0,[]
destructive_witnessed,reflection,**Insight 1:** The Miller family experiences conflict and tension in their relationships with each other.,7.0,42.0,42.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 2:** Emma's parents play an active role in managing her daily life and providing emotional support.,7.0,42.0,42.0,['family']
destructive_witnessed,reflection,"**Insight 3:** The Miller family faces financial difficulties and has a high level of conflict and tension, which may impact Emma's emotional well-being.",7.0,42.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,"**Insight 4:** Emma values stability, security, and routine in her life, and prioritizes her relationships with her parents to maintain a sense of cohesion and consistency.",7.0,42.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 5:** Emma may be sensitive to conflict and disruption within the family, but has developed strategies to cope with these challenges and maintain a sense of stability and security in her life.",7.0,42.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred from the above statements:,7.0,42.0,42.0,[]
destructive_witnessed,reflection,**Insight 1:** Emma's parents have a strained relationship and may not always present a united front.,7.0,42.0,45.0,['family']
destructive_witnessed,reflection,**Insight 2:** Emma values stability and security in her family life.,7.0,42.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 3:** The Miller family experiences conflict and tension, which may impact Emma's emotional well-being.",7.0,42.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 4:** Emma has healthy habits related to sleep and daily routines.,7.0,42.0,45.0,[]
destructive_witnessed,reflection,**Insight 5:** Emma is sensitive to the dynamics between her parents and may feel affected by their conflicts.,7.0,42.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred from the given statements:,7.0,42.0,45.0,[]
destructive_witnessed,reflection,**Insight 1:** The Miller family faces conflict and tension between Emma's parents.,7.0,42.0,42.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 2:** Emma's parents are involved in her life and provide support.,7.0,42.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 3:** The Miller family values family time, but struggles with conflict and destructive behavior when making decisions or implementing discipline strategies.",7.0,42.0,42.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 4:** Emma has healthy habits related to sleep and daily routines.,7.0,42.0,45.0,[]
destructive_witnessed,reflection,**Insight 5:** Emma may feel affected by the conflicts between her parents and struggles with emotional well-being due to witnessing destructive behavior.,7.0,42.0,45.0,"['conflict', 'family']"
destructive_witnessed,observation,"Heard David Miller say: ""You're still whining about the science fair? That was one time, and it was becau""",4.0,42.0,42.0,['family']
destructive_witnessed,observation,"Emma Miller reacts: Emma felt a lump form in her throat as she listened to Mom and Dad arguing about homework help. ""Is this my fault?"" she thought to herself, feeling a pang of guilt for not understanding math yet. She quietly crept out of the room, trying not to make any noise, and went to her bedroom where she sat on her bed, hugging her favorite stuffed rabbit tightly as tears began to well up in her eyes.",8.0,42.0,45.0,"['conflict', 'family', 'coping', 'resolution']"
destructive_witnessed,plan,"Revised plan from 18:00: I think I need some time to calm down and feel better after listening to Mom and Dad arguing. Here are some things I can do:; **Draw a picture**: I love drawing, and it helps me express my feelings when I'm upset or worried. I'll get out my coloring books and crayons and draw something that makes me happy.; **Play with Luna (my stuffed rabbit)**: Hugging Luna always makes me feel better, so I think I'll spend some time cuddling her and talking to her about what's bothering me.; **Read a book**: Sometimes when I'm feeling upset, reading can help take my mind off things. I have a favorite book that I love to read, and it usually helps me feel more calm.; **Do something quiet in my room**: Maybe I'll just stay in my room for the rest of the evening and listen to some soothing music or do some quiet activities like puzzles or play with playdough.; I think these things will help me feel better after listening to Mom and Dad argue.",6.5,42.0,45.0,"['conflict', 'emotion_negative', 'emotion_positive', 'family', 'coping', 'resolution']"
destructive_witnessed,observation,Emma Miller moved from living_room to living_room,4.0,45.0,45.0,['coping']
destructive_witnessed,observation,Witnessed parents having a destructive disagreement about spending habits,8.0,45.0,45.0,['family']
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred from the above statements:,7.0,45.0,45.0,[]
destructive_witnessed,reflection,**Insight 1:** Emma Miller has a daily routine that is structured around her school schedule and family time.,7.0,45.0,46.0,['family']
destructive_witnessed,reflection,**Insight 2:** Emma's parents are involved in her life and provide support for her daily activities.,7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 3:** The Miller family is generally cohesive and supportive, which contributes to Emma's emotional well-being.",7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 4:** Emma values stability, security, and routine in her life, and prioritizes her relationships with her parents.",7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 5:** Emma has a sense of stability and routine in her life, but may also be sensitive to conflict and disruption within the family.",7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred:,7.0,45.0,45.0,[]
destructive_witnessed,reflection,**Insight 1:** Emma values stability and security in her family life.,7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"This is because statements 2 and 10 describe a structured and routine-oriented daily life, while statement 4 highlights Emma's desire for a stable family environment.",7.0,45.0,45.0,['family']
destructive_witnessed,reflection,**Insight 2:** Emma reacts emotionally to conflicts between her parents.,7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,"Statement 3 describes how Emma felt guilty and tearful when listening to her parents argue, indicating that she is empathetic and emotional about their conflicts.",7.0,45.0,46.0,"['conflict', 'family', 'resolution']"
destructive_witnessed,reflection,**Insight 3:** The Miller family has a high level of conflict and tension.,7.0,45.0,46.0,"['conflict', 'family']"
destructive_witnessed,reflection,"Statements 1 and 5 describe destructive disagreement between Emma's parents, which suggests a significant amount of conflict in the household.",7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 4:** Emma values maintaining healthy relationships with her parents.,7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"This is because statements 2 and 3 highlight Emma's desire for stability and security, while statement 10 shows that she prioritizes activities that promote relaxation and a healthy sleep schedule, indicating a focus on emotional well-being.",7.0,45.0,46.0,[]
destructive_witnessed,reflection,**Insight 5:** Emma's parents are involved in her life and provide support.,7.0,45.0,45.0,['family']
destructive_witnessed,reflection,Statements 2 and 4 describe a cohesive family environment where Emma's parents are engaged with her daily life and provide emotional support.,7.0,45.0,46.0,['family']
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred:,7.0,45.0,45.0,[]
destructive_witnessed,reflection,**Insight 1:** Emma values family time and has a strong relationship with her parents.,7.0,45.0,46.0,['family']
destructive_witnessed,reflection,"**Insight 2:** The Miller family faces financial difficulties and has a high level of conflict and tension, which may impact Emma's emotional well-being.",7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 3:** Conflict between Emma's parents may have implications for her emotional well-being and attachment style.,7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,"**Insight 4:** Emma prioritizes her relationships with her parents and values family time, including maintaining a healthy sleep schedule and routine.",7.0,45.0,45.0,['family']
destructive_witnessed,reflection,**Insight 5:** Emma may be sensitive to conflict and disruption within the family due to her supportive parents' efforts to manage her daily life and provide emotional support.,7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,45.0,45.0,[]
destructive_witnessed,reflection,**Insight 1:** Emma values stability and security,7.0,45.0,45.0,[]
destructive_witnessed,reflection,"Emma's daily routine is structured around her school schedule and family time, indicating a desire for predictability and structure. This emphasis on consistency also reflects her strong relationship with her family.",7.0,45.0,46.0,['family']
destructive_witnessed,reflection,**Insight 2:** Emma prioritizes relationships with her parents,7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"Emma's daily routine is structured around her school schedule and family time, indicating a commitment to spending time with her parents. Additionally, the statements highlight her value on maintaining healthy sleep habits and routines, which suggests that she prioritizes relationships with her parents.",7.0,45.0,45.0,['family']
destructive_witnessed,reflection,**Insight 3:** Emma has healthy habits related to sleep and daily routines,7.0,45.0,45.0,[]
destructive_witnessed,reflection,"The statements consistently mention Emma's commitment to establishing a consistent bedtime and routine, indicating that she values maintaining healthy habits.",7.0,45.0,46.0,[]
destructive_witnessed,reflection,**Insight 4:** Conflict within the family can impact Emma's emotional well-being,7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,"One statement mentions witnessing parents having a destructive disagreement about spending habits, which implies that conflict within the family may have implications for her emotional well-being and attachment style.",7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 5:** Emma is oriented towards structure and routine,7.0,45.0,45.0,[]
destructive_witnessed,reflection,"The statements consistently mention Emma's daily routine being structured around her school schedule and family time, indicating that she values consistency and predictability.",7.0,45.0,45.0,['family']
destructive_witnessed,observation,Saw Sarah Miller and David Miller looking angry and upset during the argument,4.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,observation,"Heard David Miller say: ""You're still whining about the golf lesson package? You want to talk about fleec""",1.0,45.0,45.0,"['family', 'resolution']"
destructive_witnessed,observation,"Heard Sarah Miller say: ""You're still trying to shift the blame after all these years? Remember that time""",7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,observation,"Heard David Miller say: ""You're still stuck on this golf lesson thing, but what really gets my goat is th""",2.0,45.0,45.0,['family']
destructive_witnessed,observation,"Emma Miller reacts: Emma's heart started racing as she overheard Mom and Dad shouting about money. ""Are they going to get divorced?"" she thought frantically, feeling a knot in her stomach. She quickly went to her room and closed the door, trying to block out the sound of their argument with her fingers pressed against her ears.",8.0,45.0,46.0,"['conflict', 'family', 'coping']"
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred from the given statements:,7.0,45.0,45.0,[]
destructive_witnessed,reflection,**Insight 1:** Emma's family life is not without conflict.,7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,"Emma's family has a high level of conflict and tension, with parents disagreeing about decision-making and displaying destructive behavior.",7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,"**Insight 2:** Emma values stability and security in her life, which is reflected in the consistency of her daily routine and her strong relationship with her family.",7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"Emma's daily routine is structured around her school schedule and family time, indicating a desire for predictability and structure. Her parents are involved in her life and provide support, contributing to her sense of stability.",7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 3:** The Miller family faces challenges outside of Emma's daily life, including financial difficulties.",7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"The Miller family faces challenges such as financial difficulties, which suggests that their lives are not entirely stable or secure.",7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 4:** Emma values predictability and structure in her daily routine, which is influenced by her family time and relationships with her parents.",7.0,45.0,46.0,['family']
destructive_witnessed,reflection,"Emma's daily routine is structured around her school schedule and family time, indicating a desire for consistency and predictability. Her strong relationship with her parents also contributes to this sense of stability.",7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 5:** Emma has developed coping mechanisms to deal with stress and conflict in her life, such as drawing, playing with Luna, and reading.",7.0,45.0,46.0,['conflict']
destructive_witnessed,reflection,"Emma has developed ways to manage her emotions and cope with stress, including creative activities like drawing and playing with her stuffed rabbit.",7.0,45.0,45.0,[]
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,45.0,45.0,[]
destructive_witnessed,reflection,**Insight 1:** Emma's family life is not without conflict.,7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 2:** Emma values stability and security in her family life.,7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"**Insight 3:** The Miller family experiences conflict and tension, which may impact Emma's emotional well-being.",7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 4:** Emma prioritizes her relationships with her parents and takes steps to maintain a healthy routine.,7.0,45.0,45.0,['family']
destructive_witnessed,reflection,**Insight 5:** Emma has developed coping mechanisms to deal with stress and conflict in her life.,7.0,45.0,45.0,['conflict']
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred:,7.0,45.0,45.0,[]
destructive_witnessed,reflection,**Insight 1:** Emma's family life is not without conflict.,7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,"These statements suggest that there is tension and disagreement within the Miller family, which may impact Emma's emotional well-being.",7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,"**Insight 2:** Emma values stability, security, and routine in her life.",7.0,45.0,45.0,[]
destructive_witnessed,reflection,"The consistency of Emma's daily routine, as well as her parents' efforts to provide structure and support, indicate that she prioritizes stability and security.",7.0,45.0,45.0,['family']
destructive_witnessed,reflection,**Insight 3:** Emma's family relationships may be impacted by the conflicts between her parents.,7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,Witnessing destructive behavior between her parents may affect Emma's emotional well-being and attachment style.,7.0,45.0,45.0,['family']
destructive_witnessed,reflection,**Insight 4:** Emma has developed coping mechanisms to deal with stress and conflict in her life.,7.0,45.0,46.0,['conflict']
